ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q16410160,Council of Ministers of Estonian SSR,,,,,,,,,Q16410178,Q16410178,Q1720283,Edgar Savisaar's Cabinet,,,,
,Q16410178,Q16410178,,,,,,,,,Q6217029,Johannes Vares' cabinet,Q16410160,Council of Ministers of Estonian SSR,,,,
,Q2114143,Konstantin Päts' third provisional cabinet,1918-11-27,11,,,1919-05-08,11,,,,,Q1720350,Otto Strandman's first cabinet,,,,
,Q1720350,Otto Strandman's first cabinet,1919-05-08,11,,,1919-11-18,11,,,Q2114143,Konstantin Päts' third provisional cabinet,Q1720418,Jaan Tõnisson's first cabinet,,,,
,Q1720418,Jaan Tõnisson's first cabinet,1919-11-18,11,,,1920-07-28,11,,,Q1720350,Otto Strandman's first cabinet,Q1719753,Ado Birk's cabinet,,,,
,Q1719753,Ado Birk's cabinet,1920-07-28,11,,,1920-07-30,11,,,Q1720418,Jaan Tõnisson's first cabinet,Q1720419,Jaan Tõnisson's second cabinet,,,,
,Q1720419,Jaan Tõnisson's second cabinet,1920-07-30,11,,,1920-10-26,11,,,Q1719753,Ado Birk's cabinet,Q1720215,Ants Piip's cabinet,,,,
,Q1720215,Ants Piip's cabinet,1920-10-26,11,,,1921-01-25,11,,,Q1720419,Jaan Tõnisson's second cabinet,Q1720225,Konstantin Päts' first cabinet,,,,
,Q1720225,Konstantin Päts' first cabinet,1921-01-25,11,,,1922-11-21,11,,,Q1720215,Ants Piip's cabinet,Q290683,Juhan Kukk's cabinet,,,,
,Q290683,Juhan Kukk's cabinet,1922-11-21,11,,,1923-08-02,11,,,Q1720225,Konstantin Päts' first cabinet,Q1720227,Konstantin Päts' second cabinet,,,,
,Q1720227,Konstantin Päts' second cabinet,1923-08-02,11,,,1924-03-26,11,,,Q290683,Juhan Kukk's cabinet,Q1719690,Friedrich Akel's cabinet,,,,
,Q1719690,Friedrich Akel's cabinet,1924-03-26,11,,,1924-12-16,11,,,Q1720227,Konstantin Päts' second cabinet,Q1558967,Jüri Jaakson's cabinet,,,,
,Q1558967,Jüri Jaakson's cabinet,1924-12-16,11,,,1925-12-15,11,,,Q1719690,Friedrich Akel's cabinet,Q1720386,Jaan Teemant's first cabinet,,,,
,Q1720386,Jaan Teemant's first cabinet,1925-12-15,11,,,1926-07-23,11,,,Q1558967,Jüri Jaakson's cabinet,Q1720387,Jaan Teemant's second cabinet,,,,
,Q1720387,Jaan Teemant's second cabinet,1926-07-23,11,,,1927-03-04,11,,,Q1720386,Jaan Teemant's first cabinet,Q1720389,Jaan Teemant's third cabinet,,,,
,Q1720389,Jaan Teemant's third cabinet,1927-03-04,11,,,1927-12-09,11,,,Q1720387,Jaan Teemant's second cabinet,Q12364925,Jaan Tõnisson's third cabinet,,,,
,Q12364925,Jaan Tõnisson's third cabinet,1927-12-09,11,,,1928-12-04,11,,,Q1720389,Jaan Teemant's third cabinet,Q277961,August Rei's cabinet,,,,
,Q277961,August Rei's cabinet,1928-12-04,11,,,1929-07-09,11,,,Q12364925,Jaan Tõnisson's third cabinet,Q1666111,Otto Strandman's 2nd cabinet,,,,
,Q1666111,Otto Strandman's 2nd cabinet,1929-07-09,11,,,1931-02-12,11,,,Q277961,August Rei's cabinet,Q1453784,Konstantin Päts' third cabinet,,,,
,Q1453784,Konstantin Päts' third cabinet,1931-02-12,11,,,1932-02-19,11,,,Q1666111,Otto Strandman's 2nd cabinet,Q1720391,Jaan Teeman's fourth cabinet,,,,
,Q1720391,Jaan Teeman's fourth cabinet,1932-02-19,11,,,1932-07-19,11,,,Q1453784,Konstantin Päts' third cabinet,Q1719868,Karl Einbund's first cabinet,,,,
,Q1719868,Karl Einbund's first cabinet,1932-07-19,11,,,1932-11-01,11,,,Q1720391,Jaan Teeman's fourth cabinet,Q1720228,Konstantin Päts' fourth cabinet,,,,
,Q1720228,Konstantin Päts' fourth cabinet,1932-11-01,11,,,1933-05-18,11,,,Q1719868,Karl Einbund's first cabinet,Q1720420,Jaan Tõnisson's fourth cabinet,,,,
,Q1720420,Jaan Tõnisson's fourth cabinet,1933-05-18,11,,,1933-10-21,11,,,Q1720228,Konstantin Päts' fourth cabinet,Q1720230,Konstantin Päts' fifth cabinet,,,,
,Q1720230,Konstantin Päts' fifth cabinet,1933-10-21,11,,,1938-05-09,11,,,Q1720420,Jaan Tõnisson's fourth cabinet,Q1531403,Kaarel Eenpalu's second cabinet,,,,
,Q1531403,Kaarel Eenpalu's second cabinet,1938-05-09,11,,,1939-10-12,11,,,Q1720230,Konstantin Päts' fifth cabinet,Q1720428,Jüri Uluots' cabinet,,,,
,Q1720428,Jüri Uluots' cabinet,1939-10-12,11,,,1940-06-21,11,,,Q1531403,Kaarel Eenpalu's second cabinet,Q12371708,Otto Tief's cabinet,,,,
,Q6217029,Johannes Vares' cabinet,1940-06-21,11,,,1940-08-25,11,,,,,,,,,,
,Q12371708,Otto Tief's cabinet,1944-09-18,11,,,1953-01-12,11,,,Q1720428,Jüri Uluots' cabinet,,,,,,
,Q12365388,Johannes Sikkar's cabinet,1953-01-12,11,,,1962-01-01,11,,,,,,,,,,
,Q26425771,Aleksander Warma's cabinet,1962-01-01,11,,,1963-03-29,11,,,,,Q20191978,Tõnis Kint's cabinet,,,,
,Q20191978,Tõnis Kint's cabinet,1964-03-01,11,,,1971-05-08,11,,,Q26425771,Aleksander Warma's cabinet,,,,,,
,Q26425770,Heinrich Mark's cabinet,1971-05-08,11,,,1990-03-01,11,,,,,,,,,,
,Q24952656,Enno Penno's cabinet,1990-06-20,11,,,1992-09-15,11,,,,,Q1720283,Edgar Savisaar's Cabinet,,,,
,Q1720283,Edgar Savisaar's Cabinet,1991-08-20,11,,,1992-01-29,11,,,Q24952656,Enno Penno's cabinet,Q1720457,Tiit Vähi's first cabinet,,,,
,Q1720283,Edgar Savisaar's Cabinet,1991-08-20,11,,,1992-01-29,11,,,Q16410160,Council of Ministers of Estonian SSR,Q1720457,Tiit Vähi's first cabinet,,,,
,Q1720457,Tiit Vähi's first cabinet,1992-01-30,11,,,1992-10-21,11,,,Q1720283,Edgar Savisaar's Cabinet,Q1466222,Mart Laar's first cabinet,,,,
,Q1466222,Mart Laar's first cabinet,1992-10-21,11,,,1994-11-08,11,,,Q1720457,Tiit Vähi's first cabinet,Q505982,Andres Tarand's cabinet,,,,
,Q505982,Andres Tarand's cabinet,1994-11-08,11,,,1995-04-17,11,,,Q1466222,Mart Laar's first cabinet,Q505977,Tiit Vähi's second cabinet,,,,
,Q505977,Tiit Vähi's second cabinet,1995-04-17,11,,,1995-11-06,11,,,Q505982,Andres Tarand's cabinet,Q1720459,Tiit Vähi's third cabinet,,,,
,Q1720459,Tiit Vähi's third cabinet,1995-11-06,11,,,1997-03-17,11,,,Q505977,Tiit Vähi's second cabinet,Q505964,Mart Siimann's cabinet,,,,
,Q505964,Mart Siimann's cabinet,1997-03-17,11,,,1999-03-25,11,,,Q1720459,Tiit Vähi's third cabinet,Q1228936,Mart Laar's second cabinet,,,,
,Q1228936,Mart Laar's second cabinet,1999-03-25,11,,,2002-01-28,11,,,Q505964,Mart Siimann's cabinet,Q1234732,Siim Kallas' cabinet,,,,
,Q1234732,Siim Kallas' cabinet,2002-01-28,11,,,2003-04-10,11,,,Q1228936,Mart Laar's second cabinet,Q1530921,Juhan Parts' cabinet,,,,
,Q1530921,Juhan Parts' cabinet,2003-04-10,11,,,2005-04-13,11,,,Q1234732,Siim Kallas' cabinet,Q1719710,Andrus Ansip's first cabinet,,,,
,Q1719710,Andrus Ansip's first cabinet,2005-04-13,11,,,2007-04-05,11,,,Q1530921,Juhan Parts' cabinet,Q1719713,Andrus Ansip's second cabinet,,,,
,Q1719713,Andrus Ansip's second cabinet,2007-04-05,11,,,2011-04-06,11,,,Q1719710,Andrus Ansip's first cabinet,Q671825,Andrus Ansip's third cabinet,Q1719710,Andrus Ansip's first cabinet,Q671825,Andrus Ansip's third cabinet
,Q671825,Andrus Ansip's third cabinet,2011-04-06,11,,,2014-03-26,11,,,Q1719713,Andrus Ansip's second cabinet,Q15980310,Taavi Rõivas' first cabinet,Q1719713,Andrus Ansip's second cabinet,Q15980310,Taavi Rõivas' first cabinet
,Q15980310,Taavi Rõivas' first cabinet,2014-03-26,11,,,2015-03-30,11,,,Q671825,Andrus Ansip's third cabinet,Q19776482,Taavi Rõivas' second cabinet,Q671825,Andrus Ansip's third cabinet,Q19776482,Taavi Rõivas' second cabinet
48,Q19776482,Taavi Rõivas' second cabinet,2015-04-09,11,,,2016-11-23,11,,,Q15980310,Taavi Rõivas' first cabinet,Q27907838,Jüri Ratas' first cabinet,Q15980310,Taavi Rõivas' first cabinet,,
49,Q27907838,Jüri Ratas' first cabinet,2016-11-23,11,,,2019-04-29,11,,,Q19776482,Taavi Rõivas' second cabinet,Q63343147,Jüri Ratas' second cabinet,,,,
50,Q63343147,Jüri Ratas' second cabinet,2019-04-29,11,,,2021-01-14,11,,,Q27907838,Jüri Ratas' first cabinet,Q105071498,Kaja Kallas' cabinet,,,,
51,Q105071498,Kaja Kallas' cabinet,2021-01-26,11,,,,,,,Q63343147,Jüri Ratas' second cabinet,,,,,,
