item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q12373563,Rannar Vassiljev,Q24060082,Minister of Health and Labour,2015-04-09,2015-09-14,,,,,,,,,,,,,Q12373563-2db40bf7-41e2-d373-cd3d-e3350b6b8ce0
Q1512977,Raul Mälk,Q1760777,Minister of Foreign Affairs,1998-10-14,1999-03-25,,,,Q57289,Toomas Hendrik Ilves,Q57289,Toomas Hendrik Ilves,,,,,,Q1512977-DE7215B4-EEC8-4F74-868D-08101E232E65
Q91813940,Raul Siem,Q63472711,Minister of Foreign Trade and Information Technology,2020-04-20,2021-01-26,,,,Q73278011,Kaimar Karu,Q62975823,Andres Sutt,,,,,,Q91813940-D0FB1B58-E44C-4539-8CBA-CA1369AEEEDE
Q998617,Rein Lang,Q16402952,Minister of Culture,2011-04-06,2013-12-04,,,,Q449939,Laine Randjärv,Q11032994,Urve Tiidus,,,,,,Q998617-E9FAFB31-22FA-4944-A68A-F4EDD83FE8C1
Q998617,Rein Lang,Q1760777,Minister of Foreign Affairs,2005-02-21,2005-04-13,,,,Q438802,Kristiina Ojuland,Q58100,Urmas Paet,,,,,,Q998617-B4A5BD91-8118-4B98-8C12-B0AA26A3896F
Q998617,Rein Lang,Q20528230,Minister of Justice,2005-04-12,2011-04-06,,,,Q1385792,Ken-Marti Vaher,,,,,,,,Q998617-DD3BF971-FB81-43E1-8323-8CB6A2D2DEE8
Q18753005,Rein Loik,Q6866110,Minister of Education and Research,1989-12-28,1992-10-21,,,,,,,,,,,,,Q18753005-5d6b27af-4e13-d831-5039-1acd39b329dc
Q18753005,Rein Loik,Q6866110,Minister of Education and Research,1996-12-02,1997-03-17,,,,,,,,,,,,,Q18753005-FCDBE846-D788-4743-9F37-1B3B7643B805
Q17447012,Rein Miller,Q21103025,Minister of Finance,1990-01-30,1992-10-21,,,,,,Q23727172,Madis Üürike,,,,,,Q17447012-E00BA629-A383-4A29-9753-3B556735F36D
Q14542629,Rein Randver,Q12361541,Minister of the Environment,2006-10-11,2007-04-05,,,,,,,,,,,,,Q14542629-0300EBD6-A653-4B90-91EB-4B58865F8E7B
Q62934345,Rene Kokk,Q12361541,Minister of the Environment,2019-04-29,2020-11-05,Q63343147,Jüri Ratas' second cabinet,,,,,,,,https://news.err.ee/1154873/environment-minister-rene-kokk-to-step-down,,,Q62934345-2bef8611-4a06-f152-5145-1a97e1b428bf
Q12373845,Rene Tammist,Q20933474,Minister of Entrepreneurship and Information Technology,2018-08-22,2019-04-29,,,,Q465437,Urve Palo,,,,,https://www.mkm.ee/en/ministry-contact/minister-entrepreneurship-and-information-technology-urve-palo,,,Q12373845-2d5cc1d6-4b3e-2194-8bae-a015bebb6e14
Q16658473,Richard Veermaa,Q6866431,Minister of the Interior,1938-01-01,1939-01-01,,,,Q126704,Kaarel Eenpalu,Q12359937,August Jürima,,,,,,Q16658473-FBA64C5C-E1D5-41A9-B005-525FC30AB5D8
Q52704406,Riina Sikkut,Q24060082,Minister of Health and Labour,2018-05-02,2019-04-29,Q27907838,Jüri Ratas' first cabinet,,Q12365130,Jevgeni Ossinovski,Q63383282,Tanel Kiik,,,,,,Q52704406-a4279609-464f-d359-6675-2e6afd3119fa
Q18753192,Riina Solman,Q24061775,Minister of Population and Ethnic Affairs,2019-04-29,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,,,,,,,,,,Q18753192-132b822e-4b0a-7bc2-d13b-267c24ace9cb
Q1406293,Riivo Sinijärv,Q1760777,Minister of Foreign Affairs,1995-04-01,1995-11-01,,,,Q1433583,Jüri Luik,Q156469,Siim Kallas,,,,,,Q1406293-6C616D2F-3691-445F-882C-19A7532E1BB8
Q1406293,Riivo Sinijärv,Q6866431,Minister of the Interior,1996-12-01,1997-04-29,,,,Q659781,Märt Rask,,,,,,,,Q1406293-B4D167AB-9D04-4250-A1C9-8065294FB4D2
Q1406293,Riivo Sinijärv,Q24067751,minister without portfolio,1996-08-06,1996-12-01,,,,,,,,,,,,,Q1406293-8f471478-4117-4620-98f5-bca4b8489a5d
Q7346851,Robert Lepikson,Q6866431,Minister of the Interior,1997-05-05,1998-01-28,,,,,,,,,,,,,Q7346851-C1ABAB28-C7DF-4C7B-A76B-17368FA737A4
Q24059521,Robert Närska,Q6866431,Minister of the Interior,1992-01-30,1992-10-21,,,,Q11797828,Olev Laanjärv,Q293127,Lagle Parek,,,https://valitsus.ee/et/valitsus/varasemad-valitsused/ministrid/id/5732,,,Q24059521-47e72abc-4455-fae4-f66c-ab7f62645b75
Q2285186,Signe Kivi,Q16402952,Minister of Culture,1999-03-24,2002-08-29,,,,Q1676747,Jaak Allik,Q16403775,Margus Allikmaa,,,,,,Q2285186-75F110F9-C9B5-4A78-A9B2-20634B9ECDD1
Q64850482,Signe Riisalo,Q24060088,Minister of Social Protection,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,,,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Signe Riisalo,Sotsiaalkaitseminister,Q64850482-5327818b-4b20-d375-028e-16c315545638
Q156469,Siim Kallas,Q21103025,Minister of Finance,1999-03-25,2002-01-28,,,,,,Q1586128,Harri Õunapuu,,,,,,Q156469-979bd00d-4739-aea8-633e-72578bd61865
Q156469,Siim Kallas,Q1760777,Minister of Foreign Affairs,1995-11-09,1996-11-21,,,,Q1406293,Riivo Sinijärv,Q57289,Toomas Hendrik Ilves,,,,,,Q156469-BCE63A28-25E5-4EBF-9ADA-C5169B9BC400
Q156469,Siim Kallas,Q737115,Prime Minister of Estonia,2002-01-28,2003-04-10,,,,Q307473,Mart Laar,Q312894,Juhan Parts,,,,,,Q156469-E074BBD9-D0D5-46EE-AEEC-7F7E8B4963F5
Q743341,Siim-Valmar Kiisler,Q23268238,Minister of Regional Affairs,2008-01-23,2014-03-26,,,,,,,,,,,,,Q743341-E3C7E31C-25AA-4E28-BF5A-FA9A7EDCD6C1
Q743341,Siim-Valmar Kiisler,Q12361541,Minister of the Environment,2017-06-12,2019-04-29,,,,Q1399189,Marko Pomerants,Q62934345,Rene Kokk,,,,,,Q743341-0010c384-4250-6e9d-0e16-593cb097e59b
Q272240,Siiri Oviir,Q16402881,Minister of Social Affairs,1995-04-17,1995-11-20,,,,Q2443012,Toomas Vilosius,Q2443012,Toomas Vilosius,,,,,,Q272240-8D88C568-717E-46FE-936A-12465E58E19B
Q272240,Siiri Oviir,Q16402881,Minister of Social Affairs,2002-01-28,2003-04-09,,,,Q450523,Eiki Nestor,Q1399189,Marko Pomerants,,,,,,Q272240-D64822A3-6F71-49B7-A298-421BF81586C9
Q2097451,Sven Mikser,Q3741249,Minister of Defence,2002-01-28,2003-04-10,,,,,,,,,,,,,Q2097451-97e235c0-45d7-034d-d5fa-594286c4464a
Q2097451,Sven Mikser,Q3741249,Minister of Defence,2014-03-26,2015-09-14,,,,,,,,,,,,,Q2097451-ED5D7B56-C23F-46B2-947E-747EBEB0B927
Q2097451,Sven Mikser,Q1760777,Minister of Foreign Affairs,2016-11-23,2019-04-29,,,,Q983831,Jürgen Ligi,Q645970,Urmas Reinsalu,,,,,,Q2097451-b97f1cad-460b-3948-2a6f-c441353bc266
Q11158997,Sven Sester,Q21103025,Minister of Finance,2015-04-09,2017-06-12,,,,Q983831,Jürgen Ligi,Q620859,Toomas Tõniste,,,,,,Q11158997-B806452B-343A-4904-A9CA-7936B1634C11
Q16403144,Taavi Aas,Q16403845,Minister of Economic Affairs and Infrastructure,2019-04-29,,Q63343147,Jüri Ratas' second cabinet,,,,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Taavi Aas,Majandus- ja taristuminister,Q16403144-840040e9-4059-27c6-94b7-ae011da05ac1
Q3785077,Taavi Rõivas,Q16402881,Minister of Social Affairs,2012-12-11,2014-03-26,,,,Q1399218,Hanno Pevkur,,,,,,,,Q3785077-74498C44-C072-422B-986D-A2CA917259BD
Q3785077,Taavi Rõivas,Q737115,Prime Minister of Estonia,2014-03-26,2016-11-23,,,,Q57640,Andrus Ansip,Q2621730,Jüri Ratas,,,,,,Q3785077-ca9649d6-475b-c5f0-cd80-83746c613bd8
Q441874,Taavi Veskimägi,Q21103025,Minister of Finance,2003-10-06,2005-04-13,,,,Q743319,Tõnis Palts,Q12358481,Aivar Sõerd,,,,,,Q441874-5499B98A-E765-464E-A485-55902DC96832
Q63383282,Tanel Kiik,Q24060082,Minister of Health and Labour,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,,,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Tanel Kiik,Tervise- ja tööminister,Q63383282-3906dd12-4236-6124-c2bc-2414ad48fded
Q63383282,Tanel Kiik,Q16402881,Minister of Social Affairs,2019-04-29,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,,,,,,,,,,Q63383282-79f33f9b-4dbd-0b6f-e375-68d2553a151a
Q12376368,Tarmo Loodus,Q6866431,Minister of the Interior,1999-11-09,2002-01-28,,,,Q6321970,Jüri Mõis,,,,,,,,Q12376368-636CEC10-23F2-45B0-BFE1-2E3F3F4E617F
Q12376376,Tarmo Tamm,Q24060239,Minister of Rural Affairs,2016-12-12,2019-04-29,,,,Q16404020,Mihhail Korb,Q62930911,Mart Järvik,,,,,,Q12376376-376d2fbd-4723-cab6-5265-a30de3066ce3
Q612701,Theodor Pool,Q16402880,Minister of Agricultural Work,,,,,,,,,,,,,,,Q612701-793A5FCF-890A-4CCE-9937-3B8D8A81EBFD
Q15430172,Theodor Rouk,Q6866431,Minister of the Interior,1924-03-26,1924-12-16,,,9,Q126704,Kaarel Eenpalu,Q126704,Kaarel Eenpalu,,,,,,Q15430172-0D0B7A7C-8BE4-487A-920B-45EF7D85E9C8
Q24067756,Tiit Kubri,Q24067751,minister without portfolio,1995-11-06,1997-03-17,,,,,,,,,,https://valitsus.ee/et/valitsus/varasemad-valitsused/ministrid/id/5852,,,Q24067756-627adc62-4cc2-5b8d-2117-435f1c81fbe1
Q24060017,Tiit Nuudi,Q12361541,Minister of the Environment,1989-12-21,1990-04-11,,,,,,Q7824113,Toomas Frey,,,https://www.riigiteataja.ee/akt/12872699,,,Q24060017-faacb327-49e9-ecaa-536f-95fbf6ced092
Q12376940,Tiit Tammsaar,Q16405106,Minister of Agriculture,2003-04-10,2004-04-02,,,,,,,,,,,,,Q12376940-8C148874-22AE-47A7-ABA2-A2F0E3BE1A31
Q12376941,Tiit Terik,Q16402952,Minister of Culture,2021-11-08,,,,,Q22041600,Anneli Ott,,,,,https://www.valitsus.ee/en/news/prime-minister-proposed-appointment-tiit-terik-minister-culture,,,Q12376941-dc3f7268-483d-787f-f337-7c34fd0d47ad
Q12376941,Tiit Terik,Q16402952,Minister of Culture,2021-11-08,,,,,Q22041600,Anneli Ott,,,,,https://www.valitsus.ee/en/tiit-terik,,,Q12376941-dc3f7268-483d-787f-f337-7c34fd0d47ad
Q725427,Tiit Vähi,Q105474805,Minister of Transport and Communications,1989-01-01,1992-01-01,,,,,,,,,,,,,Q725427-3d4f42c3-4e5b-981d-e2e1-e20d10d1f376
Q725427,Tiit Vähi,Q6866431,Minister of the Interior,1995-10-10,1995-11-03,,,,,,,,Q4676846,acting,,,,Q725427-381ECFC4-E1F8-4916-816E-261C71B50FC9
Q725427,Tiit Vähi,Q737115,Prime Minister of Estonia,1992-01-30,1992-09-01,,,,Q355241,Edgar Savisaar,Q307473,Mart Laar,,,,,,Q725427-4ac6781c-4589-4f37-2c02-8aa749dd511b
Q725427,Tiit Vähi,Q737115,Prime Minister of Estonia,1995-04-17,1997-02-25,,,,Q463099,Andres Tarand,Q470939,Mart Siimann,,,,,,Q725427-dd4223cf-439d-07a8-4a18-686b345cc442
Q544436,Tiiu Aro,Q16402881,Minister of Social Affairs,1996-02-12,1999-03-25,,,,,,,,,,,,,Q544436-3F57740C-27CB-4A60-801F-2E0FC883BBCC
Q1565411,Toivo Asmer,Q23268238,Minister of Regional Affairs,1999-03-25,2003-04-10,,,,,,,,,,,,,Q1565411-A309383A-0EF1-464F-B799-1DD46D95A307
Q2438863,Toivo Jürgenson,Q21121665,Minister of Economic Affairs and Communications,1999-03-25,2002-01-28,,,,,,,,,,,,,Q2438863-568A4F5C-5CB2-4EA6-89F7-7F2500092E9C
Q16407429,Toivo Maimets,Q6866110,Minister of Education and Research,2003-04-10,2005-04-13,,,,,,,,,,,,,Q16407429-27751E32-F420-4184-8638-CF80ADBD3ECC
Q7824113,Toomas Frey,Q12361541,Minister of the Environment,1990-04-11,1991-02-13,,,,Q24060017,Tiit Nuudi,,,,,,,,Q7824113-0a6a8400-41c2-b88e-4cc2-2a3836ef5d24
Q57289,Toomas Hendrik Ilves,Q1760777,Minister of Foreign Affairs,1996-12-02,1998-10-14,,,,Q156469,Siim Kallas,Q1512977,Raul Mälk,,,,,,Q57289-1FEAC6DE-FC09-4CBD-B9EE-49A983923F54
Q57289,Toomas Hendrik Ilves,Q1760777,Minister of Foreign Affairs,1999-03-25,2002-01-28,,,,Q1512977,Raul Mälk,Q438802,Kristiina Ojuland,,,,,,Q57289-6b85c638-430f-d140-370c-358feed27c54
Q12377124,Toomas Sildmäe,Q21121665,Minister of Economic Affairs and Communications,1993-01-01,1994-01-01,,,,,,,,,,,,,Q12377124-03DDF9D0-CF3C-4F3F-A446-2D7CEAC1260A
Q620859,Toomas Tõniste,Q21103025,Minister of Finance,2017-06-12,2019-04-29,,,,Q11158997,Sven Sester,Q12369924,Martin Helme,,,,,,Q620859-a2c7d90d-4763-42e9-e91b-d56d47b5784d
Q934755,Toomas Varek,Q6866431,Minister of the Interior,2003-02-10,2003-04-10,,,,Q9142838,Ain Seppik,,,,,,,,Q934755-D0E99923-16B2-44E0-8981-6EE14B35DB44
Q2443012,Toomas Vilosius,Q16402881,Minister of Social Affairs,1994-09-20,1995-05-01,,,,Q468690,Marju Lauristin,Q272240,Siiri Oviir,,,,,,Q2443012-EE40A56A-E781-498A-B0D9-7B950C103487
Q2443012,Toomas Vilosius,Q16402881,Minister of Social Affairs,1995-11-06,1996-12-01,,,,Q272240,Siiri Oviir,Q544436,Tiiu Aro,,,,,,Q2443012-77D6AB8B-D483-4292-90B3-F771A5AE6AB8
Q1387518,Trivimi Velliste,Q1760777,Minister of Foreign Affairs,1992-10-01,1994-01-01,,,,Q1530269,Jaan Manitski,Q1433583,Jüri Luik,,,,,,Q1387518-6176DFB7-A4D5-4197-A269-10123C974EAF
Q16405444,Tõnis Kaasik,Q12361541,Minister of the Environment,1991-02-13,1992-10-22,,,,,,,,,,,,,Q16405444-DCA89D5C-9FE5-4530-AF18-790AC3332E93
Q16405663,Tõnis Kalbus,Q6866431,Minister of the Interior,1928-12-04,1929-03-31,,,,,,,,,,,,,Q16405663-CF0F6E1D-9A5B-435B-9FDF-ABB609FB8CB9
Q886992,Tõnis Kint,Q12372129,Prime Minister in duties of the President,1970-12-23,1990-03-01,,,,Q888932,Aleksander Warma,Q887254,Heinrich Mark,,,,,,Q886992-5F50E468-DCE0-4F6F-A842-6A4B6C5A0552
Q1149033,Tõnis Lukas,Q16402952,Minister of Culture,2019-04-29,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,,,Q22041600,Anneli Ott,,,,,,Q1149033-0ce65adf-448b-0dc1-865e-c45c334a1066
Q1149033,Tõnis Lukas,Q6866110,Minister of Education and Research,1999-03-25,2002-01-28,,,,,,,,,,,,,Q1149033-edd686af-409e-8bd9-f233-982c7c44cffe
Q1149033,Tõnis Lukas,Q6866110,Minister of Education and Research,2007-04-05,2011-04-05,,,,,,,,,,,,,Q1149033-ad8ad95e-4b85-d7ef-6ec4-73f9d5ed96f7
Q62975984,Tõnis Mölder,Q12361541,Minister of the Environment,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,Q103205431,Rain Epler,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Tõnis Mölder,Keskkonnaminister,Q62975984-50cbe508-46c6-5380-ad81-5e1a336d5ee4
Q743319,Tõnis Palts,Q21103025,Minister of Finance,2003-04-10,2003-10-06,,,,,,Q441874,Taavi Veskimägi,,,,,,Q743319-CC03C377-A148-4C3A-9714-34E1244F8EDE
Q7900720,Urmas Arumäe,Q20528230,Minister of Justice,1994-06-02,1994-11-08,,,,Q16405936,Kaido Kama,,,,,,,,Q7900720-083586E3-3483-438E-AB07-948F84CBB461
Q3741429,Urmas Kruuse,Q24060082,Minister of Health and Labour,2014-03-26,2015-03-30,,,,Q3785077,Taavi Rõivas,Q12373563,Rannar Vassiljev,,,,,,Q3741429-aa3fff4f-4b6e-deb5-0324-6575b1e6efa5
Q3741429,Urmas Kruuse,Q24060239,Minister of Rural Affairs,2015-04-09,2016-11-23,,,,Q1398025,Ivari Padar,Q20933560,Martin Repinski,,,,,,Q3741429-ea2bb667-40b4-4270-c302-97156ab0a3b8
Q3741429,Urmas Kruuse,Q24060239,Minister of Rural Affairs,2021-01-26,,Q105071498,Kaja Kallas' cabinet,,,,,,,,https://www.valitsus.ee/peaminister-ministrid/valitsuse-koosseis,Urmas Kruuse,Maaeluminister,Q3741429-252cf14d-4c98-9195-e7ba-25868371bb22
Q58100,Urmas Paet,Q16402952,Minister of Culture,2003-04-10,2005-04-12,,,,Q2285186,Signe Kivi,,,,,,,,Q58100-A4359A7F-CD35-462E-9664-D74BD6889A2F
Q58100,Urmas Paet,Q1760777,Minister of Foreign Affairs,2005-04-13,2014-11-03,,,,Q998617,Rein Lang,Q458003,Keit Pentus-Rosimannus,,,,,,Q58100-8C021568-C0A2-4578-A09C-4B6BE1F368AB
Q645970,Urmas Reinsalu,Q3741249,Minister of Defence,2012-05-11,2014-03-26,,,,,,,,,,,,,Q645970-5E9E1AF9-B2AC-4BC5-835A-1A1A5CD84AD9
Q645970,Urmas Reinsalu,Q1760777,Minister of Foreign Affairs,2019-04-29,2021-01-26,Q63343147,Jüri Ratas' second cabinet,,,,Q105069608,Eva-Maria Liimets,,,,,,Q645970-a7bb908b-4aae-84c1-1a3d-a2e27e111128
Q645970,Urmas Reinsalu,Q20528230,Minister of Justice,2015-04-09,2019-04-29,,,,Q13234758,Andres Anvelt,Q12373459,Raivo Aeg,,,,,,Q645970-0907261A-86CD-4742-A91A-A4235FD4EE61
Q465437,Urve Palo,Q16403845,Minister of Economic Affairs and Infrastructure,2014-03-26,2015-04-09,,,,Q312894,Juhan Parts,Q1789192,Kristen Michal,,,,,,Q465437-75aa4a5e-4603-0621-c661-d7c2d9dcf97f
Q465437,Urve Palo,Q20933474,Minister of Entrepreneurship and Information Technology,2015-04-09,2015-08-30,,,,Q15983657,Anne Sulling,Q21009735,Liisa Oviir,,,,,,Q465437-c962876e-41b8-ee8c-6b41-c6d03bb5bea6
Q465437,Urve Palo,Q20933474,Minister of Entrepreneurship and Information Technology,2016-11-23,2018-08-22,,,,Q21009735,Liisa Oviir,Q12373845,Rene Tammist,,,,,,Q465437-9fb6a6b9-4589-e40d-8c59-f644c7766b7f
Q465437,Urve Palo,Q24061775,Minister of Population and Ethnic Affairs,2007-04-05,2009-05-21,,,,,,,,,,,,,Q465437-478caf60-43c4-12e8-068a-e3d32b3d621d
Q11032994,Urve Tiidus,Q16402952,Minister of Culture,2013-12-04,2015-04-09,,,,Q998617,Rein Lang,Q16403371,Indrek Saar,,,,,,Q11032994-4A0F8DB6-1CE0-4768-B046-489B3A0E0038
Q1621844,Vallo Reimaa,Q23268238,Minister of Regional Affairs,2007-04-05,2008-01-22,,,,,,,,,,,,,Q1621844-C635166F-F1E9-4731-9C22-E32B898116A3
Q16406683,Vello Lind,Q16405106,Minister of Agriculture,1990-05-07,1991-02-13,,,,,,,,,,,,,Q16406683-266d6e3e-4a03-d06b-73aa-8a35be0f06bc
Q1670898,Villu Reiljan,Q12361541,Minister of the Environment,1995-04-20,1999-03-09,,,,,,,,,,,,,Q1670898-8ed652b1-4888-9221-979d-769be804d299
Q1670898,Villu Reiljan,Q12361541,Minister of the Environment,2003-04-10,2006-10-08,,,,,,,,,,,,,Q1670898-423e6d2f-4671-420a-2cc8-e8ed10b4771e
Q12378814,Vladimir Roopere,Q6866431,Minister of the Interior,1933-05-18,1933-10-21,,,,,,,,,,,,,Q12378814-31B5F58A-F70A-4C44-9A43-90B30884973E
Q12378872,Voldemar Sumberg,Q16402881,Minister of Social Affairs,,,Q12371708,Otto Tief's cabinet,,,,,,,,,,,Q12378872-A0302278-EF3F-422C-B162-79894C4A8098
Q16405288,Vootele Hansen,Q12361541,Minister of the Environment,1994-11-08,1995-04-20,,,,,,,,,,,,,Q16405288-0c8a38c8-46f7-1402-b776-d204f73d3ec2
Q17446840,Ülo Uluots,Q3741249,Minister of Defence,1992-04-01,1992-10-01,,,,,,,,,,,,,Q17446840-6EBE9D80-1E10-49FA-822D-3344DD2E4AC1
